deltaTime	endTimeStep
3600		43800
369	-6.35863755999467
370	-6.35919921625726
371	-6.35973833317639
372	-6.36025486341104
373	-6.36074876018658
374	-6.36121997729677
375	-6.36166846910555
376	-6.36209419054891
377	-6.36249709713669
378	-6.36287714495432
379	-6.36323429066462
380	-6.36356849150952
381	-6.36387970531174
382	-6.36416789047651
383	-6.36443300599319
384	-6.36467501143691
385	-6.36489386697018
386	-6.36508953334444
387	-6.36526197190167
388	-6.36541114457586
389	-6.36553701389457
390	-6.36563954298036
391	-6.36571869555230
392	-6.36577443592745
393	-6.36580672902227
394	-6.36581554035408
395	-6.36580083604248
396	-6.36576258281078
397	-6.36570074798737
398	-6.36561529950716
399	-6.36550620591293
400	-6.36537343635673
401	-6.36521696060127
402	-6.36503674902120
403	-6.36483277260454
404	-6.36460500295396
405	-6.36435341228811
406	-6.36407797344289
407	-6.36377865987278
408	-6.36345544565205
409	-6.36310830547597
410	-6.36273721466203
411	-6.36234214915105
412	-6.36192308550831
413	-6.36148000092472
414	-6.36101287321782
415	-6.36052168083292
416	-6.36000640284407
417	-6.35946701895513
418	-6.35890350950068
419	-6.35831585544699
420	-6.35770403839296
421	-6.35706804057103
422	-6.35640784484806
423	-6.35572343472622
424	-6.35501479434379
425	-6.35428190847600
426	-6.35352476253584
427	-6.35274334257486
428	-6.35193763528392
429	-6.35110762799399
430	-6.35025330867685
431	-6.34937466594584
432	-6.34847168905659
433	-6.34754436790766
434	-6.34659269304122
435	-6.34561665564370
436	-6.34461624754643
437	-6.34359146122620
438	-6.34254228980580
439	-6.34146872705459
440	-6.34037076738897
441	-6.33924840587287
442	-6.33810163821826
443	-6.33693046078557
444	-6.33573487058410
445	-6.33451486527247
446	-6.33327044315891
447	-6.33200160320161
448	-6.33070834500907
449	-6.32939066884035
450	-6.32804857560538
451	-6.32668206686518
452	-6.32529114483214
453	-6.32387581237022
454	-6.32243607299514
455	-6.32097193087462
456	-6.31948339082846
457	-6.31797045832876
458	-6.31643313950007
459	-6.31487144111946
460	-6.31328537061667
461	-6.31167493607417
462	-6.31004014622719
463	-6.30838101046378
464	-6.30669753882473
465	-6.30498974200360
466	-6.30325763134664
467	-6.30150121885265
468	-6.29972051717294
469	-6.29791553961116
470	-6.29608630012322
471	-6.29423281331709
472	-6.29235509445264
473	-6.29045315944138
474	-6.28852702484626
475	-6.28657670788140
476	-6.28460222641180
477	-6.28260359895303
478	-6.28058084467095
479	-6.27853398338136
480	-6.27646303554967
481	-6.27436802229055
482	-6.27224896536757
483	-6.27010588719280
484	-6.26793881082639
485	-6.26574775997619
486	-6.26353275899724
487	-6.26129383289130
488	-6.25903100730643
489	-6.25674430853638
490	-6.25443376352004
491	-6.25209939984088
492	-6.24974124572628
493	-6.24735933004694
494	-6.24495368231617
495	-6.24252433268924
496	-6.24007131196263
497	-6.23759465157330
498	-6.23509438359794
499	-6.23257054075220
500	-6.23002315638983
501	-6.22745226450187
502	-6.22485789971575
503	-6.22224009729444
504	-6.21959889313551
505	-6.21693432377023
506	-6.21424642636259
507	-6.21153523870833
508	-6.20880079923392
509	-6.20604314699555
510	-6.20326232167805
511	-6.20045836359383
512	-6.19763131368182
513	-6.19478121350637
514	-6.19190810525614
515	-6.18901203174305
516	-6.18609303640112
517	-6.18315116328529
518	-6.18018645707029
519	-6.17719896304943
520	-6.17418872713333
521	-6.17115579584873
522	-6.16810021633714
523	-6.16502203635359
524	-6.16192130426530
525	-6.15879806905036
526	-6.15565238029637
527	-6.15248428819899
528	-6.14929384356059
529	-6.14608109778875
530	-6.14284610289480
531	-6.13958891149233
532	-6.13630957679571
533	-6.13300815261854
534	-6.12968469337208
535	-6.12633925406371
536	-6.12297189029522
537	-6.11958265826128
538	-6.11617161474770
539	-6.11273881712982
540	-6.10928432337081
541	-6.10580819201991
542	-6.10231048221076
543	-6.09879125365954
544	-6.09525056666322
545	-6.09168848209773
546	-6.08810506141607
547	-6.08450036664651
548	-6.08087446039065
549	-6.07722740582157
550	-6.07355926668188
551	-6.06987010728179
552	-6.06615999249716
553	-6.06242898776752
554	-6.05867715909414
555	-6.05490457303797
556	-6.05111129671771
557	-6.04729739780770
558	-6.04346294453595
559	-6.03960800568206
560	-6.03573265057518
561	-6.03183694909186
562	-6.02792097165403
563	-6.02398478922686
564	-6.02002847331661
565	-6.01605209596854
566	-6.01205572976465
567	-6.00803944782157
568	-6.00400332378827
569	-5.99994743184392
570	-5.99587184669563
571	-5.99177664357620
572	-5.98766189824189
573	-5.98352768697013
574	-5.97937408655719
575	-5.97520117431593
576	-5.97100902807349
577	-5.96679772616895
578	-5.96256734745101
579	-5.95831797127573
580	-5.95404967750413
581	-5.94976254649985
582	-5.94545665912682
583	-5.94113209674683
584	-5.93678894121720
585	-5.93242727488839
586	-5.92804718060154
587	-5.92364874168609
588	-5.91923204195727
589	-5.91479716571364
590	-5.91034419773454
591	-5.90587322327763
592	-5.90138432807627
593	-5.89687759833703
594	-5.89235312073712
595	-5.88781098242181
596	-5.88325127100183
597	-5.87867407455075
598	-5.87407948160236
599	-5.86946758114803
600	-5.86483846263410
601	-5.86019221595918
602	-5.85552893147152
603	-5.85084869996627
604	-5.84615161268282
605	-5.84143776130207
606	-5.83670723794370
607	-5.83196013516345
608	-5.82719654595032
609	-5.82241656372385
610	-5.81762028233130
611	-5.81280779604481
612	-5.80797919955866
613	-5.80313458798636
614	-5.79827405685782
615	-5.79339770211648
616	-5.78850562011641
617	-5.78359790761939
618	-5.77867466179198
619	-5.77373598020254
620	-5.76878196081835
621	-5.76381270200262
622	-5.75882830251159
623	-5.75382886149150
624	-5.74881447847566
625	-5.74378525338145
626	-5.73874128650723
627	-5.73368267852944
628	-5.72860953049947
629	-5.72352194384069
630	-5.71842002034538
631	-5.71330386217172
632	-5.70817357184068
633	-5.70302925223301
634	-5.69787100658610
635	-5.69269893849093
636	-5.68751315188886
637	-5.68231375106863
638	-5.67710084066311
639	-5.67187452564624
640	-5.66663491132980
641	-5.66138210336025
642	-5.65611620771549
643	-5.65083733070172
644	-5.64554557895015
645	-5.64024105941379
646	-5.63492387936424
647	-5.62959414638833
648	-5.62425196838496
649	-5.61889745356170
650	-5.61353071043155
651	-5.60815184780964
652	-5.60276097480986
653	-5.59735820084161
654	-5.59194363560641
655	-5.58651738909459
656	-5.58107957158195
657	-5.57563029362637
658	-5.57016966606444
659	-5.56469780000808
660	-5.55921480684112
661	-5.55372079821591
662	-5.54821588604992
663	-5.54270018252229
664	-5.53717380007048
665	-5.53163685138679
666	-5.52608944941499
667	-5.52053170734682
668	-5.51496373861859
669	-5.50938565690771
670	-5.50379757612922
671	-5.49819961043233
672	-5.49259187419690
673	-5.48697448202995
674	-5.48134754876217
675	-5.47571118944440
676	-5.47006551934408
677	-5.46441065394180
678	-5.45874670892768
679	-5.45307380019791
680	-5.44739204385112
681	-5.44170155618485
682	-5.43600245369196
683	-5.43029485305707
684	-5.42457887115297
685	-5.41885462503703
686	-5.41312223194765
687	-5.40738180930060
688	-5.40163347468546
689	-5.39587734586200
690	-5.39011354075655
691	-5.38434217745842
692	-5.37856337421623
693	-5.37277724943433
694	-5.36698392166912
695	-5.36118350962546
696	-5.35537613215303
697	-5.34956190824267
698	-5.34374095702272
699	-5.33791339775540
700	-5.33207934983309
701	-5.32623893277474
702	-5.32039226622218
703	-5.31453946993648
704	-5.30868066379432
705	-5.30281596778436
706	-5.29694550200360
707	-5.29106938665374
708	-5.28518774203758
709	-5.27930068855537
710	-5.27340834670119
711	-5.26751083705930
712	-5.26160828030053
713	-5.25570079717864
714	-5.24978850852669
715	-5.24387153525340
716	-5.23794999833954
717	-5.23202401883429
718	-5.22609371785160
719	-5.22015921656660
720	-5.21422063621195
721	-5.20827809807417
722	-5.20233172349004
723	-5.19638163384287
724	-5.19042795055893
725	-5.18447079510370
726	-5.17851028897829
727	-5.17254655371576
728	-5.16657971087744
729	-5.16060988204932
730	-5.15463718883838
731	-5.14866175286895
732	-5.14268369577905
733	-5.13670313921678
734	-5.13072020483657
735	-5.12473501429564
736	-5.11874768925030
737	-5.11275835135241
738	-5.10676712224568
739	-5.10077412356215
740	-5.09477947691851
741	-5.08878330391260
742	-5.08278572611978
743	-5.07678686508942
744	-5.07078684234131
745	-5.06478577936217
746	-5.05878379760205
747	-5.05278101847086
748	-5.04677756333484
749	-5.04077355351304
750	-5.03476911027381
751	-5.02876435483134
752	-5.02275940834218
753	-5.01675439190176
754	-5.01074942654095
755	-5.00474463322260
756	-4.99874013283809
757	-4.99273604620396
758	-4.98673249405847
759	-4.98072959705821
760	-4.97472747577471
761	-4.96872625069111
762	-4.96272604219875
763	-4.95672697059386
764	-4.95072915607420
765	-4.94473271873573
766	-4.93873777856928
767	-4.93274445545725
768	-4.92675286917033
769	-4.92076313936418
770	-4.91477538557618
771	-4.90878972722222
772	-4.90280628359343
773	-4.89682517385297
774	-4.89084651703285
775	-4.88487043203067
776	-4.87889703760650
777	-4.87292645237970
778	-4.86695879482574
779	-4.86099418327306
780	-4.85503273589997
781	-4.84907457073149
782	-4.84311980563628
783	-4.83716855832353
784	-4.83122094633984
785	-4.82527708706617
786	-4.81933709771479
787	-4.81340109532623
788	-4.80746919676628
789	-4.80154151872296
790	-4.79561817770355
791	-4.78969929003156
792	-4.78378497184381
793	-4.77787533908744
794	-4.77197050751700
795	-4.76607059269153
796	-4.76017570997157
797	-4.75428597451633
798	-4.74840150128077
799	-4.74252240501269
800	-4.73664880024987
801	-4.73078080131719
802	-4.72491852232381
803	-4.71906207716032
804	-4.71321157949592
805	-4.70736714277559
806	-4.70152888021732
807	-4.69569690480935
808	-4.68987132930738
809	-4.68405226623184
810	-4.67823982786518
811	-4.67243412624912
812	-4.66663527318197
813	-4.66084338021591
814	-4.65505855865432
815	-4.64928091954906
816	-4.64351057369779
817	-4.63774763164130
818	-4.63199220366085
819	-4.62624439977548
820	-4.62050432973940
821	-4.61477210303936
822	-4.60904782889201
823	-4.60333161624128
824	-4.59762357375582
825	-4.59192380982633
826	-4.58623243256303
827	-4.58054954979309
828	-4.57487526905805
829	-4.56920969761129
830	-4.56355294241545
831	-4.55790511013995
832	-4.55226630715841
833	-4.54663663954620
834	-4.54101621307787
835	-4.53540513322464
836	-4.52980350515192
837	-4.52421143371674
838	-4.51862902346530
839	-4.51305637863047
840	-4.50749360312931
841	-4.50194080056058
842	-4.49639807420229
843	-4.49086552700928
844	-4.48534326161077
845	-4.47983138030803
846	-4.47432998507192
847	-4.46883917754057
848	-4.46335905901698
849	-4.45788973046671
850	-4.45243129251551
851	-4.44698384544700
852	-4.44154748920037
853	-4.43612232336807
854	-4.43070844719350
855	-4.42530595956879
856	-4.41991495903252
857	-4.41453554376750
858	-4.40916781159859
859	-4.40381185999045
860	-4.39846778604539
861	-4.39313568650120
862	-4.38781565772895
863	-4.38250779573091
864	-4.37721219613833
865	-4.37192895420938
866	-4.36665816482702
867	-4.36139992249690
868	-4.35615432134529
869	-4.35092145511703
870	-4.34570141717350
871	-4.34049430049053
872	-4.33530019765636
873	-4.33011920086967
874	-4.32495140193751
875	-4.31979689227332
876	-4.31465576289494
877	-4.30952810442264
878	-4.30441400707716
879	-4.29931356067778
880	-4.29422685464036
881	-4.28915397797547
882	-4.28409501928646
883	-4.27905006676754
884	-4.27401920820195
885	-4.26900253096005
886	-4.26400012199748
887	-4.25901206785331
888	-4.25403845464819
889	-4.24907936808259
890	-4.24413489343488
891	-4.23920511555966
892	-4.23429011888586
893	-4.22938998741503
894	-4.22450480471954
895	-4.21963465394085
896	-4.21477961778785
897	-4.20993977853509
898	-4.20511521802115
899	-4.20030601764699
900	-4.19551225837425
901	-4.19073402072367
902	-4.18597138477342
903	-4.18122443015751
904	-4.17649323606424
905	-4.17177788123467
906	-4.16707844396107
907	-4.16239500208545
908	-4.15772763299809
909	-4.15307641363605
910	-4.14844142048173
911	-4.14382272956152
912	-4.13922041644428
913	-4.13463455624007
914	-4.13006522359867
915	-4.12551249270828
916	-4.12097643729416
917	-4.11645713061726
918	-4.11195464547293
919	-4.10746905418953
920	-4.10300042862719
921	-4.09854884017650
922	-4.09411435975722
923	-4.08969705781699
924	-4.08529700433011
925	-4.08091426879621
926	-4.07654892023908
927	-4.07220102720541
928	-4.06787065776359
929	-4.06355787950258
930	-4.05926275953068
931	-4.05498536447448
932	-4.05072576047767
933	-4.04648401319995
934	-4.04226018781591
935	-4.03805434901396
936	-4.03386656099529
937	-4.02969688747280
938	-4.02554539167007
939	-4.02141213632038
940	-4.01729718366561
941	-4.01320059545528
942	-4.00912243294555
943	-4.00506275689820
944	-4.00102162757969
945	-3.99699910476021
946	-3.99299524771274
947	-3.98901011521210
948	-3.98504376553407
949	-3.98109625645452
950	-3.97716764524850
951	-3.97325798868943
952	-3.96936734304829
953	-3.96549576409279
954	-3.96164330708665
955	-3.95781002678883
956	-3.95399597745284
957	-3.95020121282603
958	-3.94642578614894
959	-3.94266975015465
960	-3.93893315706809
961	-3.93521605860546
962	-3.93151850597355
963	-3.92784054986918
964	-3.92418224047862
965	-3.92054362747701
966	-3.91692476002779
967	-3.91332568678216
968	-3.90974645587858
969	-3.90618711494218
970	-3.90264771108427
971	-3.89912829090185
972	-3.89562890047709
973	-3.89214958537690
974	-3.88869039065243
975	-3.88525136083866
976	-3.88183253995396
977	-3.87843397149970
978	-3.87505569845980
979	-3.87169776330036
980	-3.86836020796929
981	-3.86504307389591
982	-3.86174640199066
983	-3.85847023264473
984	-3.85521460572977
985	-3.85197956059758
986	-3.84876513607991
987	-3.84557137048812
988	-3.84239830161301
989	-3.83924596672455
990	-3.83611440257171
991	-3.83300364538226
992	-3.82991373086257
993	-3.82684469419753
994	-3.82379657005033
995	-3.82076939256239
996	-3.81776319535323
997	-3.81477801152039
998	-3.81181387363934
999	-3.80887081376343
1000	-3.80594886342379
1001	-3.80304805362934
1002	-3.80016841486671
1003	-3.79730997710028
1004	-3.79447276977215
1005	-3.79165682180217
1006	-3.78886216158801
1007	-3.78608881700521
1008	-3.78333681540727
1009	-3.78060618362575
1010	-3.77789694797042
1011	-3.77520913422933
1012	-3.77254276766898
1013	-3.76989787303448
1014	-3.76727447454966
1015	-3.76467259591730
1016	-3.76209226031927
1017	-3.75953349041679
1018	-3.75699630835059
1019	-3.75448073574115
1020	-3.75198679368900
1021	-3.74951450277486
1022	-3.74706388306001
1023	-3.74463495408646
1024	-3.74222773487724
1025	-3.73984224393669
1026	-3.73747849925070
1027	-3.73513651828705
1028	-3.73281631799562
1029	-3.73051791480881
1030	-3.72824132464176
1031	-3.72598656289275
1032	-3.72375364444352
1033	-3.72154258365966
1034	-3.71935339439097
1035	-3.71718608997186
1036	-3.71504068322175
1037	-3.71291718644546
1038	-3.71081561143367
1039	-3.70873596946330
1040	-3.70667827129802
1041	-3.70464252718866
1042	-3.70262874687366
1043	-3.70063693957956
1044	-3.69866711402145
1045	-3.69671927840345
1046	-3.69479344041918
1047	-3.69288960725232
1048	-3.69100778557706
1049	-3.68914798155865
1050	-3.68731020085391
1051	-3.68549444861180
1052	-3.68370072947390
1053	-3.68192904757502
1054	-3.68017940654370
1055	-3.67845180950277
1056	-3.67674625906993
1057	-3.67506275735827
1058	-3.67340130597686
1059	-3.67176190603135
1060	-3.67014455812452
1061	-3.66854926235681
1062	-3.66697601832694
1063	-3.66542482513243
1064	-3.66389568137022
1065	-3.66238858513722
1066	-3.66090353403089
1067	-3.65944052514987
1068	-3.65799955509453
1069	-3.65658061996763
1070	-3.65518371537486
1071	-3.65380883642557
1072	-3.65245597773330
1073	-3.65112513341652
1074	-3.64981629709924
1075	-3.64852946191169
1076	-3.64726462049108
1077	-3.64602176498225
1078	-3.64480088703844
1079	-3.64360197782206
1080	-3.64242502800541
1081	-3.64127002777151
1082	-3.64013696681486
1083	-3.63902583434226
1084	-3.63793661907362
1085	-3.63686930924284
1086	-3.63582389259856
1087	-3.63480035640510
1088	-3.63379868744330
1089	-3.63281887201136
1090	-3.63186089592579
1091	-3.63092474452229
1092	-3.63001040265665
1093	-3.62911785470570
1094	-3.62824708456822
1095	-3.62739807566588
1096	-3.62657081094416
1097	-3.62576527287334
1098	-3.62498144344941
1099	-3.62421930419507
1100	-3.62347883616071
1101	-3.62276001992535
1102	-3.62206283559770
1103	-3.62138726281708
1104	-3.62073328075455
1105	-3.62010086811380
1106	-3.61949000313227
1107	-3.61890066358212
1108	-3.61833282677134
1109	-3.61778646954474
1110	-3.61726156828506
1111	-3.61675809891405
1112	-3.61627603689354
1113	-3.61581535722654
1114	-3.61537603445834
1115	-3.61495804267768
1116	-3.61456135551792
1117	-3.61418594615818
1118	-3.61383178732459
1119	-3.61349885129146
1120	-3.61318710988250
1121	-3.61289653447200
1122	-3.61262709598607
1123	-3.61237876490390
1124	-3.61215151125892
1125	-3.61194530464010
1126	-3.61176011419316
1127	-3.61159590862185
1128	-3.61145265618923
1129	-3.61133032471890
1130	-3.61122888159633
1131	-3.61114829377010
1132	-3.61108852775325
1133	-3.61104954962457
1134	-3.61103132502992
1135	-3.61103381918356
1136	-3.61105699686954
1137	-3.61110082244296
1138	-3.61116525983139
1139	-3.61125027253622
1140	-3.61135582363397
1141	-3.61148187577773
1142	-3.61162839119849
1143	-3.61179533170649
1144	-3.61198265869266
1145	-3.61219033312998
1146	-3.61241831557488
1147	-3.61266656616871
1148	-3.61293504463915
1149	-3.61322371030173
1150	-3.61353252206124
1151	-3.61386143841329
1152	-3.61421041744575
1153	-3.61457941684024
1154	-3.61496839387369
1155	-3.61537730541976
1156	-3.61580610795039
1157	-3.61625475753729
1158	-3.61672320985349
1159	-3.61721142017485
1160	-3.61771934338165
1161	-3.61824693396012
1162	-3.61879414600399
1163	-3.61936093321607
1164	-3.61994724890978
1165	-3.62055304601077
1166	-3.62117827705845
1167	-3.62182289420762
1168	-3.62248684923002
1169	-3.62317009351594
1170	-3.62387257807587
1171	-3.62459425354205
1172	-3.62533507017009
1173	-3.62609497784063
1174	-3.62687392606087
1175	-3.62767186396621
1176	-3.62848874032190
1177	-3.62932450352461
1178	-3.63017910160406
1179	-3.63105248222466
1180	-3.63194459268711
1181	-3.63285537993005
1182	-3.63378479053166
1183	-3.63473277071132
1184	-3.63569926633120
1185	-3.63668422289797
1186	-3.63768758556437
1187	-3.63870929913086
1188	-3.63974930804726
1189	-3.64080755641430
1190	-3.64188398798528
1191	-3.64297854616765
1192	-3.64409117402462
1193	-3.64522181427676
1194	-3.64637040930360
1195	-3.64753690114528
1196	-3.64872123150418
1197	-3.64992334174649
1198	-3.65114317290396
1199	-3.65238066567544
1200	-3.65363576042861
1201	-3.65490839720159
1202	-3.65619851570466
1203	-3.65750605532186
1204	-3.65883095511275
1205	-3.66017315381405
1206	-3.66153258984135
1207	-3.66290920129081
1208	-3.66430292594083
1209	-3.66571370125374
1210	-3.66714146437750
1211	-3.66858615214738
1212	-3.67004770108766
1213	-3.67152604741333
1214	-3.67302112703178
1215	-3.67453287554451
1216	-3.67606122824883
1217	-3.67760612013956
1218	-3.67916748591075
1219	-3.68074525995737
1220	-3.68233937637707
1221	-3.68394976897181
1222	-3.68557637124964
1223	-3.68721911642638
1224	-3.68887793742730
1225	-3.69055276688887
1226	-3.69224353716044
1227	-3.69395018030595
1228	-3.69567262810560
1229	-3.69741081205757
1230	-3.69916466337972
1231	-3.70093411301124
1232	-3.70271909161440
1233	-3.70451952957618
1234	-3.70633535701003
1235	-3.70816650375751
1236	-3.71001289939004
1237	-3.71187447321058
1238	-3.71375115425529
1239	-3.71564287129523
1240	-3.71754955283802
1241	-3.71947112712955
1242	-3.72140752215564
